"tratta","data_istanza","aeroplano","numero_posti_rimanenti"
"T44","2006-03-14","AP311",83
"T13","2002-05-15","AP862",2
"T38","2002-03-15","AP382",127
"T9","1994-10-03","AP832",98
"T19","2008-09-24","AP252",356
"T44","1995-06-16","AP143",15
"T4","1996-01-15","AP820",83
"T46","2011-08-24","AP949",212
"T7","1990-04-01","AP871",23
"T49","2006-11-15","AP319",26
"T13","2002-11-06","AP588",21
"T15","2005-05-18","AP778",27
"T19","1996-06-06","AP930",97
"T19","2011-08-08","AP197",22
"T16","2000-09-16","AP862",18
"T15","1999-11-06","AP153",363
"T41","1997-12-14","AP130",33
"T35","1990-07-18","AP465",90
"T43","2004-05-12","AP844",100
"T48","2019-06-11","AP757",69
"T27","2008-02-13","AP613",16
"T32","2011-07-20","AP973",13
"T38","2018-12-08","AP711",66
"T2","1999-06-09","AP661",14
"T11","2010-06-25","AP302",24
"T3","1996-12-02","AP492",27
"T17","1993-03-03","AP848",22
"T39","1994-07-23","AP999",123
"T45","2003-06-29","AP128",30
"T20","2011-07-19","AP815",254
"T33","2010-09-02","AP453",22
"T40","1990-03-31","AP487",84
"T48","2002-11-20","AP109",63
"T42","2005-08-30","AP678",6
"T18","1993-09-15","AP129",35
"T2","2001-01-08","AP863",110
"T18","2018-10-02","AP870",159
"T33","2013-03-16","AP120",6
"T14","2007-05-03","AP320",132
"T13","2017-01-02","AP548",138
"T4","1993-04-07","AP692",35
"T27","2014-03-10","AP529",117
"T39","2011-03-12","AP218",66
"T4","2020-07-22","AP879",23
"T27","2002-10-06","AP701",23
"T44","2000-01-15","AP45",31
"T37","2002-01-20","AP561",2
"T34","2012-12-01","AP242",19
"T35","2012-09-01","AP965",166
"T34","2015-05-27","AP713",219
"T42","2019-11-09","AP580",102
"T45","2002-11-04","AP916",44
"T21","1991-06-16","AP892",8
"T8","2010-09-27","AP815",217
"T16","2010-12-09","AP310",74
"T21","1995-08-01","AP983",25
"T47","2018-07-26","AP739",24
"T40","2005-03-18","AP739",53
"T38","2003-11-05","AP781",253
"T4","1990-05-15","AP261",26
"T19","1995-01-25","AP813",100
"T32","2008-05-25","AP97",24
"T27","2006-08-27","AP209",88
"T4","2014-11-21","AP201",19
"T34","1994-08-29","AP872",7
"T20","2016-08-31","AP152",1
"T33","2017-12-23","AP807",105
"T37","2018-12-26","AP292",23
"T49","1998-10-26","AP959",55
"T21","2007-09-05","AP972",18
"T34","2013-06-27","AP971",1
"T14","2007-03-13","AP15",3
"T5","2001-03-28","AP352",10
"T7","2019-03-08","AP323",31
"T8","2007-10-05","AP634",31
"T11","1994-05-26","AP347",46
"T27","1991-11-16","AP986",10
"T29","1997-05-31","AP937",9
"T20","2020-08-07","AP421",2
"T22","2011-01-14","AP588",6
"T39","2007-05-05","AP47",51
"T50","2019-09-07","AP223",10
"T1","2007-02-26","AP586",65
"T43","2005-07-19","AP825",23
"T24","1990-07-20","AP384",253
"T17","2012-12-19","AP64",65
"T7","2012-07-21","AP555",82
"T14","2005-05-25","AP127",33
"T31","1997-05-02","AP812",91
"T43","2018-05-21","AP896",126
"T9","1997-03-14","AP365",76
"T32","2008-03-08","AP684",35
"T5","2012-02-09","AP766",13
"T1","2002-10-10","AP420",22
"T9","2011-04-05","AP844",88
"T50","2014-03-09","AP346",33
"T10","2011-02-09","AP569",20
"T15","2016-06-11","AP950",51
"T17","1991-11-06","AP774",109
"T25","2010-11-06","AP394",27
"T11","1995-01-07","AP519",14
"T50","2018-04-25","AP105",364
"T20","2014-02-16","AP847",17
"T16","2006-07-31","AP82",17
"T30","2001-01-13","AP412",3
"T35","2018-10-08","AP688",328
"T40","2014-02-11","AP422",33
"T30","2008-09-08","AP313",5
"T14","2019-02-24","AP25",28
"T39","2006-07-24","AP125",48
"T39","2018-09-17","AP302",17
"T17","2014-05-27","AP831",32
"T18","2003-01-31","AP313",34
"T48","2012-02-06","AP88",3
"T45","1996-03-27","AP181",149
"T3","2019-08-13","AP191",21
"T38","2010-08-05","AP444",64
"T11","1997-06-29","AP376",146
"T1","1999-11-14","AP436",7
"T7","2008-06-30","AP290",12
"T46","1991-01-16","AP866",11
"T11","1991-09-07","AP873",73
"T48","1993-12-09","AP23",23
"T4","2010-08-04","AP935",16
"T24","1991-12-15","AP755",19
"T15","2019-07-08","AP319",1
"T43","2004-03-11","AP943",48
"T37","2017-04-15","AP670",4
"T30","1996-09-21","AP913",14
"T43","1994-06-19","AP407",24
"T7","2015-05-22","AP436",116
"T19","2006-11-29","AP666",125
"T13","1994-11-29","AP727",2
"T10","1997-08-06","AP925",2
"T41","2019-08-15","AP674",14
"T25","2001-08-31","AP454",6
"T33","2010-12-01","AP907",57
"T23","2016-07-22","AP979",104
"T15","1990-09-08","AP219",8
"T43","2019-03-20","AP993",82
"T39","1993-10-15","AP584",97
"T35","2018-05-17","AP749",7
"T41","2003-04-10","AP73",105
"T29","2017-05-31","AP637",409
"T18","1992-10-04","AP855",25
"T42","1998-04-17","AP285",20
"T45","2003-10-19","AP751",14
"T49","2018-03-02","AP251",91
"T32","2012-09-08","AP752",30
"T33","1999-04-19","AP235",54
"T31","2013-06-03","AP253",14
"T32","2020-10-13","AP112",18
"T9","2006-04-28","AP833",167
"T50","1996-10-10","AP942",15
"T42","1992-09-05","AP225",13
"T22","1993-01-06","AP121",12
"T7","2014-04-23","AP880",8
"T20","2008-06-03","AP63",1
"T37","1996-02-09","AP783",10
"T30","1998-12-13","AP123",82
"T12","2020-10-10","AP231",51
"T15","2011-03-13","AP343",132
"T31","1998-10-30","AP750",80
"T16","1991-09-14","AP571",21
"T31","2020-09-16","AP267",161
"T15","2009-04-19","AP556",49
"T32","2008-06-03","AP736",15
"T46","2003-09-15","AP170",48
"T16","2004-07-12","AP814",60
"T27","2003-06-25","AP360",29
"T2","2014-10-01","AP901",54
"T28","1994-08-12","AP274",20
"T14","2018-10-11","AP45",43
"T21","2017-10-12","AP281",51
"T50","2020-12-04","AP30",23
"T50","2007-04-12","AP116",16
"T36","2001-11-16","AP368",18
"T32","1998-07-11","AP133",29
"T40","2017-10-06","AP440",12
"T24","2011-05-10","AP669",23
"T37","2000-05-20","AP646",111
"T42","1993-02-18","AP71",40
"T3","2004-05-05","AP997",16
"T32","2015-07-16","AP506",60
"T37","2011-11-24","AP649",42
"T36","2002-01-15","AP540",4
"T15","1998-09-24","AP540",3
"T44","2006-09-03","AP885",23
"T4","1990-07-03","AP920",20
"T33","1993-08-20","AP3",29
"T33","2002-02-03","AP409",11
"T2","1994-12-22","AP279",7
"T44","2007-10-28","AP860",4
"T8","2008-11-17","AP299",21
"T2","2011-10-16","AP762",42
"T5","2016-06-14","AP710",20
"T25","2003-08-20","AP725",63
"T12","1990-06-21","AP793",80
"T6","1990-04-16","AP730",23
"T43","2009-09-28","AP129",44
"T25","1994-07-30","AP785",64
"T18","2014-05-31","AP292",14
"T8","1999-10-06","AP534",142
"T10","2005-05-26","AP759",74
"T36","2004-10-24","AP300",11
"T21","1990-07-01","AP894",25
"T15","2006-10-09","AP953",7
"T14","1995-03-17","AP711",35
"T14","2001-04-29","AP265",67
"T47","2001-12-13","AP502",2
"T36","2012-06-14","AP64",71
"T43","2014-07-20","AP315",6
"T41","2013-04-15","AP915",42
"T48","2004-12-08","AP637",56
"T25","1997-01-04","AP989",4
"T26","2001-10-13","AP784",11
"T21","2005-02-06","AP519",29
"T45","2013-03-14","AP65",42
"T49","2014-05-02","AP667",67
"T28","2009-07-02","AP856",47
"T48","2016-04-05","AP418",78
"T23","2018-06-16","AP49",85
"T9","1997-05-07","AP104",25
"T9","2018-10-21","AP460",40
"T2","2012-11-10","AP87",3
"T29","1997-01-19","AP398",177
"T40","2005-08-04","AP687",47
"T12","2011-08-17","AP577",16
"T4","1993-10-07","AP164",90
"T28","2014-08-15","AP583",48
"T23","2014-08-27","AP13",11
"T4","1995-03-01","AP789",50
"T8","2004-08-01","AP840",202
"T8","1996-09-29","AP158",270
"T46","2013-09-19","AP169",7
"T1","2014-02-24","AP770",54
"T37","1996-09-08","AP33",115
"T21","1995-01-10","AP213",15
"T35","1999-08-24","AP906",15
"T47","1992-06-11","AP341",27
"T4","2008-12-02","AP911",33
"T7","1994-10-08","AP794",59
"T9","2015-11-29","AP739",121
"T44","1995-01-24","AP414",28
"T31","1994-02-28","AP142",137
"T33","2008-01-21","AP423",35
"T22","2006-10-25","AP724",70
"T25","2011-06-27","AP581",14
"T15","2000-11-02","AP511",13
"T28","1991-06-15","AP737",43
"T29","2011-03-21","AP936",24
"T11","2015-10-04","AP907",3
"T28","2000-11-17","AP980",7
"T46","1992-12-20","AP361",10
"T48","2015-10-05","AP950",57
"T10","2013-09-16","AP195",6
"T34","2012-03-14","AP507",6
"T42","2002-09-30","AP73",54
"T13","2006-05-03","AP665",7
"T2","1993-02-14","AP137",38
"T16","1999-06-07","AP845",47
"T48","2016-07-19","AP216",14
"T12","2004-10-27","AP24",329
"T49","2000-06-22","AP940",41
"T10","2011-08-29","AP360",48
"T4","1991-10-03","AP872",36
"T29","2019-08-13","AP480",41
"T22","2010-10-04","AP53",51
"T21","2006-07-14","AP304",30
"T43","2012-08-01","AP556",9
"T8","2013-08-24","AP311",25
"T32","2006-10-20","AP967",15
"T3","2012-07-10","AP226",13
"T1","2011-11-02","AP882",14
"T34","2003-09-29","AP299",4
"T38","2005-05-24","AP65",50
"T23","2018-03-14","AP794",54
"T18","2013-10-19","AP7",8
"T41","2010-02-28","AP799",193
"T49","2014-09-18","AP73",126
"T12","2011-02-05","AP476",10
"T21","2004-08-05","AP727",39
"T10","1998-08-17","AP59",66
"T18","1994-01-11","AP18",64
"T41","2009-09-03","AP43",94
"T4","2020-05-15","AP182",32
"T49","2008-09-13","AP294",42
"T18","2011-10-17","AP298",36
"T16","2004-01-21","AP698",111
"T13","2015-12-03","AP109",61
"T34","2007-08-17","AP873",80
"T31","1993-03-06","AP292",36
"T48","2019-01-21","AP348",100
"T46","2015-06-21","AP891",5
"T32","2008-01-20","AP729",173
"T15","2005-09-10","AP314",51
"T3","1998-03-20","AP772",12
"T14","2015-10-27","AP93",120
"T5","1999-08-11","AP60",21
"T36","2017-10-21","AP230",23
"T47","2009-02-19","AP342",61
"T46","2002-12-04","AP141",29
"T26","1997-01-29","AP817",111
"T18","2009-12-20","AP338",19
"T44","1996-07-16","AP166",34
"T18","2010-03-30","AP360",25
"T12","1995-11-30","AP34",31
"T7","2019-07-06","AP265",65
"T38","2007-03-05","AP849",42
"T30","2010-11-28","AP359",60
"T50","2009-05-29","AP184",44
"T47","2004-01-05","AP231",22
"T17","1998-01-09","AP127",52
"T43","2018-06-28","AP669",20
"T29","1995-09-19","AP816",57
"T48","1990-09-11","AP772",19
"T23","2017-10-16","AP324",50
"T21","2000-06-26","AP406",101
"T13","2006-04-08","AP707",16
"T41","2020-02-22","AP41",2
"T4","2014-11-05","AP138",20
"T20","2001-05-12","AP528",25
"T31","2009-09-05","AP752",29
"T25","2002-09-29","AP728",81
"T28","2004-10-05","AP128",17
"T6","2018-09-01","AP19",201
"T49","2003-04-29","AP58",82
"T21","2002-12-14","AP499",36
"T1","2009-10-27","AP430",28
"T6","1992-11-05","AP755",16
"T43","2007-09-22","AP814",15
"T50","2004-07-27","AP585",61
"T19","2011-07-22","AP956",145
"T40","1997-01-05","AP327",71
"T1","1991-03-15","AP301",55
"T24","1990-12-12","AP73",108
"T6","2000-11-02","AP193",151
"T4","1995-11-21","AP1000",65
"T11","2015-06-05","AP80",14
"T47","2019-05-24","AP748",78
"T34","2009-07-21","AP289",63
"T9","2007-10-23","AP622",1
"T5","2012-12-23","AP876",29
"T15","2017-04-30","AP637",279
"T2","1990-08-13","AP699",47
"T27","2004-03-18","AP557",16
"T36","2018-10-31","AP947",221
"T13","2009-11-30","AP266",102
"T10","2017-04-05","AP566",96
"T10","1995-12-04","AP87",17
"T47","2003-08-22","AP423",24
"T38","2010-08-20","AP616",21
"T10","2001-08-07","AP494",185
"T40","1999-01-06","AP964",18
"T22","1995-05-01","AP210",3
"T44","1990-01-19","AP738",52
"T48","1992-11-10","AP298",41
"T34","1997-01-23","AP481",22
"T31","2020-04-20","AP572",129
"T14","1991-02-22","AP670",11
"T8","2000-11-20","AP262",28
"T41","2006-07-14","AP843",151
"T15","2016-02-18","AP310",137
"T50","1999-12-12","AP102",40
"T24","2015-01-07","AP511",7
"T13","1991-04-05","AP156",6
"T8","2008-03-17","AP627",161
"T40","2002-08-22","AP510",9
"T47","2015-02-28","AP698",156
"T20","2005-03-02","AP818",321
"T13","2001-01-03","AP518",30
"T7","2018-08-03","AP689",44
"T44","1999-03-31","AP12",13
"T26","1997-08-20","AP978",54
"T45","2008-05-29","AP941",17
"T26","1992-11-12","AP249",6
"T31","2009-06-10","AP851",19
"T30","1995-05-16","AP144",6
"T5","2012-05-09","AP784",22
"T13","2012-01-28","AP721",32
"T4","2016-12-03","AP234",85
"T42","2015-09-28","AP146",167
"T6","1996-04-30","AP307",4
"T9","1993-06-07","AP1000",51
"T12","2004-02-20","AP449",35
"T45","2012-05-08","AP554",7
"T20","2010-04-24","AP866",9
"T6","2007-04-14","AP944",288
"T40","2014-05-13","AP330",41
"T35","2011-11-02","AP298",23
"T43","2004-01-31","AP807",18
"T29","1998-06-02","AP960",30
"T17","2007-01-18","AP906",32
"T26","2001-10-23","AP787",12
"T33","1993-09-11","AP383",119
"T41","2006-08-27","AP756",56
"T6","2012-10-06","AP525",46
"T5","1998-09-30","AP643",5
"T6","2007-02-21","AP106",412
"T39","2003-01-10","AP287",15
"T37","2001-11-28","AP436",91
"T36","1999-12-14","AP542",209
"T39","2020-09-14","AP255",41
"T7","1990-08-08","AP818",252
"T37","2019-06-10","AP561",46
"T10","2005-07-29","AP150",4
"T11","2014-05-07","AP896",141
"T36","2019-03-27","AP730",4
"T32","2005-10-06","AP427",39
"T29","1996-01-20","AP243",40
"T18","2008-05-21","AP844",106
"T37","2019-08-06","AP302",19
"T3","2003-05-09","AP999",122
"T24","2001-03-24","AP645",3
"T49","2014-10-12","AP569",44
"T39","1990-03-05","AP977",61
"T48","2016-01-19","AP430",407
"T13","1997-01-14","AP109",136
"T31","2013-05-20","AP784",24
"T21","2009-05-25","AP687",29
"T26","2007-08-18","AP544",76
"T1","1993-07-24","AP460",29
"T42","2006-04-13","AP598",65
"T13","2006-03-31","AP584",35
"T39","2015-01-15","AP575",3
"T2","2005-08-12","AP750",114
"T43","1997-10-19","AP613",17
"T45","2013-12-15","AP384",303
"T5","2011-05-06","AP663",1
"T10","2012-10-25","AP387",14
"T46","1993-12-23","AP396",16
"T2","1992-02-05","AP66",209
"T36","2003-03-08","AP17",24
"T31","1998-09-06","AP585",52
"T28","2001-01-06","AP890",33
"T29","2010-08-03","AP943",178
"T2","2003-08-26","AP121",15
"T48","1997-07-12","AP292",31
"T50","2006-09-28","AP205",175
"T19","2003-01-15","AP801",2
"T42","2014-03-30","AP17",22
"T31","2016-05-18","AP906",34
"T40","2018-11-19","AP557",45
"T18","1998-05-20","AP398",14
"T27","2011-06-03","AP87",31
"T41","2018-03-03","AP650",21
"T50","2018-08-10","AP747",8
"T35","2013-07-05","AP651",54
"T29","2010-12-08","AP87",16
"T41","2016-01-09","AP926",11
"T25","1997-02-16","AP117",32
"T7","2002-07-22","AP382",68
"T21","1993-02-12","AP1",13
"T2","2015-11-05","AP455",33
"T11","1994-07-11","AP747",59
"T38","2013-03-29","AP335",54
"T48","1995-09-29","AP753",17
"T11","2005-09-04","AP295",100
"T45","2019-05-15","AP680",164
"T42","1994-02-09","AP254",82
"T9","2009-06-19","AP545",32
"T11","2008-01-29","AP293",9
"T41","2003-12-03","AP358",39
"T17","1991-02-06","AP344",537
"T5","2013-06-26","AP109",73
"T50","1992-06-16","AP220",17
"T45","2020-07-03","AP56",204
"T32","1992-05-18","AP779",80
"T39","2018-11-21","AP936",34
"T29","2004-02-12","AP972",19
"T24","2010-12-16","AP647",35
"T17","1994-02-17","AP71",3
"T39","1996-10-02","AP971",11
"T46","2010-12-12","AP413",23
"T27","1998-05-05","AP741",23
"T22","2017-12-18","AP43",150
"T12","1996-07-18","AP632",135
"T35","2003-08-01","AP937",22
"T17","2003-12-28","AP87",25
"T2","1999-06-07","AP64",56
"T48","1997-05-17","AP962",4
"T15","1996-05-17","AP74",6
"T45","2015-08-01","AP523",35
"T23","1993-05-14","AP452",62
"T36","2011-05-30","AP866",25
"T7","2000-07-28","AP270",129
"T30","2020-07-20","AP990",42
"T38","2016-08-14","AP595",20
"T18","1999-09-15","AP666",118
"T31","2000-09-08","AP86",16
"T14","2000-11-22","AP867",51
"T44","2009-07-08","AP737",42
"T1","2011-06-14","AP112",9
"T43","1999-08-05","AP591",61
"T42","1992-04-06","AP798",31
"T22","2016-06-29","AP425",18
"T27","1999-10-10","AP227",7
"T5","2017-10-03","AP831",37
"T49","2019-09-14","AP707",69
"T34","2011-07-16","AP585",48
"T30","1990-03-02","AP120",15
"T18","2013-03-28","AP842",40
"T9","1998-06-25","AP362",147
"T31","1997-03-21","AP201",15
"T40","2014-01-24","AP626",102
"T30","2013-10-22","AP176",83
"T15","2017-07-26","AP968",76
"T27","2014-03-11","AP255",38
"T30","2001-05-11","AP728",66
"T23","1994-07-19","AP789",69
"T40","2015-09-06","AP355",253
"T36","2003-02-09","AP312",9
"T31","1994-02-08","AP284",69
"T45","2011-03-31","AP27",37
"T2","1997-10-15","AP107",34
"T48","2019-05-18","AP865",84
"T23","1997-11-17","AP590",42
"T24","2017-06-02","AP970",1
"T49","2013-09-28","AP895",17
"T12","2003-05-23","AP176",97
"T46","1990-07-28","AP179",47
"T28","2019-07-07","AP55",44
"T32","1994-10-13","AP196",19
"T13","2008-08-16","AP855",5
"T2","2020-05-29","AP799",52
"T44","2004-02-20","AP883",6
"T3","2000-10-27","AP356",40
"T17","2005-04-28","AP50",13
"T7","1993-05-18","AP446",224
"T46","1997-01-16","AP871",13
"T46","2001-01-07","AP925",59
"T20","2008-02-29","AP432",56
"T25","2002-03-07","AP959",32
"T8","2007-08-30","AP775",9
"T16","2010-02-22","AP179",49
"T39","1995-06-02","AP3",32
"T6","2008-07-06","AP762",9
"T8","2000-04-24","AP201",1
"T1","1996-06-11","AP964",6
"T42","1995-07-30","AP756",6
"T21","2003-05-07","AP479",78
"T10","1993-05-20","AP901",203
"T11","2006-05-09","AP277",46
"T19","2011-11-02","AP499",4
"T3","1996-08-08","AP952",31
"T18","1999-08-14","AP861",8
"T3","2015-04-19","AP660",8
"T38","2009-02-08","AP631",13
"T31","2005-10-19","AP204",41
"T30","2018-11-05","AP966",169
"T19","2018-03-12","AP446",128
"T39","1992-07-21","AP881",288
"T4","2009-08-06","AP498",100
"T37","1993-12-06","AP601",28
"T11","2004-07-30","AP941",23
"T24","1991-04-15","AP875",141
"T39","2017-10-22","AP346",130
"T7","2002-06-26","AP217",39
"T18","2017-04-04","AP416",96
"T6","1999-01-06","AP68",31
"T49","2018-09-13","AP101",7
"T49","2017-04-27","AP9",3
"T5","1990-10-14","AP13",27
"T23","1991-06-23","AP349",51
"T7","1998-03-23","AP986",36
"T30","1991-07-10","AP448",121
"T26","2006-02-27","AP418",19
"T13","2011-07-06","AP218",63
"T22","1992-11-27","AP879",132
"T22","2006-09-28","AP31",105
"T11","2003-06-25","AP799",26
"T46","2003-02-06","AP584",89
"T29","2002-02-12","AP985",97
"T13","1992-02-13","AP259",21
"T30","2008-07-20","AP567",13
"T19","2016-11-15","AP643",8
"T15","2015-09-01","AP132",10
"T37","2001-12-30","AP400",107
"T28","1994-12-01","AP270",132
"T31","2001-08-07","AP252",110
"T41","1993-08-28","AP137",60
"T48","2018-10-27","AP688",275
"T28","2014-06-11","AP624",100
"T46","2000-09-03","AP584",35
"T29","2018-07-29","AP756",26
"T6","1991-10-05","AP33",34
"T49","1992-10-03","AP551",13
"T9","2016-10-04","AP628",27
"T45","2008-12-10","AP320",27
"T2","2017-05-05","AP940",46
"T25","1992-11-01","AP832",28
"T34","2013-09-29","AP771",8
"T47","2006-05-29","AP462",31
"T6","2017-05-27","AP236",146
"T45","2010-09-29","AP260",81
"T25","2019-08-30","AP583",12
"T31","2006-04-26","AP553",23
"T25","1998-03-11","AP478",121
"T35","1993-12-12","AP44",141
"T41","1998-11-14","AP243",45
"T22","2001-08-20","AP609",70
"T42","2005-09-29","AP146",29
"T8","1999-07-18","AP285",5
"T29","2020-07-20","AP946",81
"T37","1999-05-25","AP812",95
"T35","2003-04-15","AP311",18
"T48","1999-12-12","AP569",36
"T21","1994-07-31","AP86",32
"T11","1994-08-05","AP462",20
"T1","2014-05-19","AP530",78
"T8","2019-08-29","AP355",29
"T19","1997-07-10","AP540",9
"T50","1998-05-19","AP972",3
"T48","2004-01-27","AP12",10
"T31","1990-03-09","AP596",14
"T44","1996-05-07","AP685",131
"T31","1994-03-06","AP194",15
"T44","1992-05-02","AP460",34
"T21","2017-11-27","AP804",39
"T13","2004-10-15","AP985",77
"T24","1995-05-31","AP42",7
"T35","2004-08-26","AP182",39
"T41","2018-01-22","AP217",16
"T5","2006-07-07","AP66",205
"T11","2010-09-19","AP736",27
"T21","2015-11-19","AP757",22
"T46","2011-09-19","AP275",30
"T40","2010-12-14","AP814",78
"T24","2016-06-23","AP480",240
"T33","1991-11-19","AP732",14
"T5","1996-03-31","AP217",28
"T7","1991-07-05","AP673",84
"T38","2000-11-02","AP485",114
"T18","1997-11-24","AP306",95
"T8","2007-12-04","AP702",19
"T4","2015-11-24","AP721",46
"T12","1999-04-11","AP417",21
"T17","2012-02-26","AP998",27
"T3","1997-09-06","AP965",137
"T5","2015-09-30","AP793",292
"T7","2017-11-02","AP27",1
"T37","2002-08-13","AP420",16
"T43","2000-06-15","AP887",8
"T15","1995-07-18","AP799",121
"T41","1993-12-29","AP785",8
"T7","2004-01-29","AP565",54
"T2","2020-05-11","AP224",4
"T41","2014-02-20","AP59",313
"T43","1991-05-08","AP88",35
"T18","2004-09-08","AP399",34
"T11","1998-10-18","AP493",94
"T39","2005-06-09","AP565",39
"T49","2015-07-28","AP618",2
"T24","2008-05-07","AP56",31
"T15","1994-11-18","AP387",68
"T50","2001-04-10","AP578",31
"T25","2019-05-11","AP346",96
"T32","2014-07-15","AP247",18
"T40","2002-02-08","AP847",20
"T9","2011-05-26","AP545",24
"T35","2004-06-25","AP422",21
"T24","2007-09-14","AP564",91
"T15","2008-03-23","AP119",21
"T45","2006-06-18","AP807",191
"T19","2018-03-07","AP498",33
"T19","2003-03-30","AP890",42
"T42","2000-04-12","AP789",55
"T19","1994-06-20","AP203",20
"T11","2001-04-17","AP503",15
"T8","2018-11-22","AP315",24
"T40","2019-09-07","AP630",76
"T22","1993-08-06","AP155",123
"T14","2013-07-16","AP982",108
"T12","1994-08-22","AP536",34
"T45","1993-11-01","AP981",35
"T44","2000-11-23","AP354",130
"T1","1997-09-17","AP813",63
"T2","1994-08-19","AP599",80
"T28","2010-03-15","AP407",12
"T48","1992-02-17","AP91",5
"T17","2015-09-04","AP359",36
"T30","2019-02-18","AP582",13
"T28","2012-02-03","AP389",18
"T16","1999-06-29","AP258",65
"T34","2013-05-29","AP279",16
"T47","2018-07-18","AP50",22
"T1","1994-08-02","AP647",15
"T1","2018-12-31","AP913",15
"T8","2009-09-20","AP143",3
"T11","1999-07-29","AP300",32
"T12","1993-08-28","AP252",21
"T48","1993-03-08","AP596",15
