"nome","citta","nazione","codice"
"'City of Derry Airport'","'Londonderry'","'United Kingdom'","'LDY'"
"'Birmingham International Airport'","'Birmingham'","'United Kingdom'","'BHX'"
"'Coventry Airport'","'Coventry'","'United Kingdom'","'CVT'"
"'Gloucestershire Airport'","'Golouchestershire'","'United Kingdom'","'GLO'"
"'Cotswold Airport'","'Pailton'","'United Kingdom'","'GBA'"
"'Manchester Airport'","'Manchester'","'United Kingdom'","'MAN'"
"'Newquay Cornwall Airport'","'Newquai'","'United Kingdom'","'NQY'"
"'RAF Lyneham'","'Lyneham'","'United Kingdom'","'LYE'"
"'RNAS Yeovilton'","'Yeovilton'","'United Kingdom'","'YEO'"
"'Haverfordwest Airport'","'Haverfordwest'","'United Kingdom'","'HAW'"
"'Cardiff International Airport'","'Cardiff'","'United Kingdom'","'CWL'"
"'Swansea Airport'","'Swansea'","'United Kingdom'","'SWS'"
"'Bristol Airport'","'Bristol'","'United Kingdom'","'BRS'"
"'Liverpool John Lennon Airport'","'Liverpool'","'United Kingdom'","'LPL'"
"'London Luton Airport'","'London'","'United Kingdom'","'LTN'"
"'Plymouth City Airport'","'Plymouth'","'United Kingdom'","'PLH'"
"'Bournemouth Airport'","'Bournemouth'","'United Kingdom'","'BOH'"
"'Southampton Airport'","'Southampton'","'United Kingdom'","'SOU'"
"'Lasham Airport'","'Lasham'","'United Kingdom'","'QLA'"
"'Alderney Airport'","'Alderney'","'Guernsey'","'ACI'"
"'Guernsey Airport'","'Guernsey'","'Guernsey'","'GCI'"
"'Jersey Airport'","'Jersey'","'Jersey'","'JER'"
"'Shoreham Airport'","'Shoreham By Sea'","'United Kingdom'","'ESH'"
"'London Biggin Hill Airport'","'Biggin Hill'","'United Kingdom'","'BQH'"
"'London Gatwick Airport'","'London'","'United Kingdom'","'LGW'"
"'London City Airport'","'London'","'United Kingdom'","'LCY'"
"'Farnborough Airport'","'Farnborough'","'United Kingdom'","'FAB'"
"'Blackbushe Airport'","'Blackbushe'","'United Kingdom'","'BBS'"
"'London Heathrow Airport'","'London'","'United Kingdom'","'LHR'"
"'Southend Airport'","'Southend'","'United Kingdom'","'SEN'"
"'Lydd Airport'","'Lydd'","'United Kingdom'","'LYX'"
"'Kent International Airport'","'Manston'","'United Kingdom'","'MSE'"
"'Carlisle Airport'","'Carlisle'","'United Kingdom'","'CAX'"
"'Blackpool International Airport'","'Blackpool'","'United Kingdom'","'BLK'"
"'Humberside Airport'","'Humberside'","'United Kingdom'","'HUY'"
"'Barrow Walney Island Airport'","'Barrow Island'","'United Kingdom'","'BWF'"
"'Leeds Bradford Airport'","'Leeds'","'United Kingdom'","'LBA'"
"'Warton Airport'","'Warton'","'United Kingdom'","'WRT'"
"'Hawarden Airport'","'Hawarden'","'United Kingdom'","'CEG'"
"'Isle of Man Airport'","'Isle Of Man'","'Isle of Man'","'IOM'"
"'Newcastle Airport'","'Newcastle'","'United Kingdom'","'NCL'"
"'Durham Tees Valley Airport'","'Teesside'","'United Kingdom'","'MME'"
"'East Midlands Airport'","'East Midlands'","'United Kingdom'","'EMA'"
"'Kirkwall Airport'","'Kirkwall'","'United Kingdom'","'KOI'"
"'Sumburgh Airport'","'Sumburgh'","'United Kingdom'","'LSI'"
"'Wick Airport'","'Wick'","'United Kingdom'","'WIC'"
"'Aberdeen Dyce Airport'","'Aberdeen'","'United Kingdom'","'ABZ'"
"'Inverness Airport'","'Inverness'","'United Kingdom'","'INV'"
"'Glasgow International Airport'","'Glasgow'","'United Kingdom'","'GLA'"
"'Edinburgh Airport'","'Edinburgh'","'United Kingdom'","'EDI'"
"'Islay Airport'","'Islay'","'United Kingdom'","'ILY'"
"'Glasgow Prestwick Airport'","'Prestwick'","'United Kingdom'","'PIK'"
"'Benbecula Airport'","'Benbecula'","'United Kingdom'","'BEB'"
"'Scatsta Airport'","'Scatsta'","'United Kingdom'","'SCS'"
"'Dundee Airport'","'Dundee'","'United Kingdom'","'DND'"
"'Stornoway Airport'","'Stornoway'","'United Kingdom'","'SYY'"
"'Tiree Airport'","'Tiree'","'United Kingdom'","'TRE'"
"'RAF Leuchars'","'Leuchars'","'United Kingdom'","'ADX'"
"'RAF Lossiemouth'","'Lossiemouth'","'United Kingdom'","'LMO'"
"'Cambridge Airport'","'Cambridge'","'United Kingdom'","'CBG'"
"'Norwich International Airport'","'Norwich'","'United Kingdom'","'NWI'"
"'London Stansted Airport'","'London'","'United Kingdom'","'STN'"
"'Exeter International Airport'","'Exeter'","'United Kingdom'","'EXT'"
"'Bristol Filton Airport'","'Bristol'","'United Kingdom'","'FZO'"
"'Oxford (Kidlington) Airport'","'Oxford'","'United Kingdom'","'OXF'"
"'RAF Benson'","'Benson'","'United Kingdom'","'BEX'"
"'RAF Lakenheath'","'Lakenheath'","'United Kingdom'","'LKZ'"
"'RAF Mildenhall'","'Mildenhall'","'United Kingdom'","'MHZ'"
"'RAF Wyton'","'Wyton'","'United Kingdom'","'QUY'"
"'RAF Fairford'","'Fairford'","'United Kingdom'","'FFD'"
"'RAF Brize Norton'","'Brize Norton'","'United Kingdom'","'BZZ'"
"'RAF Odiham'","'Odiham'","'United Kingdom'","'ODH'"
"'RAF Northolt'","'Northolt'","'United Kingdom'","'NHT'"
"'RAF Coningsby'","'Coningsby'","'United Kingdom'","'QCY'"
"'RAF Honington'","'Honington'","'United Kingdom'","'BEQ'"
"'RAF Scampton'","'Scampton'","'United Kingdom'","'SQZ'"
"'RAF Linton-On-Ouse'","'Linton-on-ouse'","'United Kingdom'","'HRT'"
"'RAF Waddington'","'Waddington'","'United Kingdom'","'WTN'"
"'RAF Marham'","'Marham'","'United Kingdom'","'KNF'"
"'Mount Pleasant Airport'","'Mount Pleasant'","'Falkland Islands'","'MPN'"
"'Amsterdam Airport Schiphol'","'Amsterdam'","'Netherlands'","'AMS'"
"'Maastricht Aachen Airport'","'Maastricht'","'Netherlands'","'MST'"
"'Eindhoven Airport'","'Eindhoven'","'Netherlands'","'EIN'"
"'Eelde Airport'","'Groningen'","'Netherlands'","'GRQ'"
"'Gilze Rijen Air Base'","'Gilze-rijen'","'Netherlands'","'GLZ'"
"'De Kooy Airport'","'De Kooy'","'Netherlands'","'DHR'"
"'Lelystad Airport'","'Lelystad'","'Netherlands'","'LEY'"
"'Leeuwarden Air Base'","'Leeuwarden'","'Netherlands'","'LWR'"
"'Rotterdam The Hague Airport'","'Rotterdam'","'Netherlands'","'RTM'"
"'Soesterberg Air Base'","'Soesterberg'","'Netherlands'","'UTC'"
"'Twente Airport'","'Enschede'","'Netherlands'","'ENS'"
"'Valkenburg Naval Air Base'","'Valkenburg'","'Netherlands'","'LID'"
"'Woensdrecht Air Base'","'Woensdrecht'","'Netherlands'","'WOE'"
"'Cork Airport'","'Cork'","'Ireland'","'ORK'"
"'Galway Airport'","'Galway'","'Ireland'","'GWY'"
"'Dublin Airport'","'Dublin'","'Ireland'","'DUB'"
"'Ireland West Knock Airport'","'Connaught'","'Ireland'","'NOC'"
"'Kerry Airport'","'Kerry'","'Ireland'","'KIR'"
"'Shannon Airport'","'Shannon'","'Ireland'","'SNN'"
"'Sligo Airport'","'Sligo'","'Ireland'","'SXL'"
"'Waterford Airport'","'Waterford'","'Ireland'","'WAT'"
"'Aarhus Airport'","'Aarhus'","'Denmark'","'AAR'"
"'Billund Airport'","'Billund'","'Denmark'","'BLL'"
"'Copenhagen Kastrup Airport'","'Copenhagen'","'Denmark'","'CPH'"
"'Esbjerg Airport'","'Esbjerg'","'Denmark'","'EBJ'"
"'Karup Airport'","'Karup'","'Denmark'","'KRP'"
"'Læsø Airport'","'Laeso'","'Denmark'","'BYR'"
"'Lolland Falster Maribo Airport'","'Maribo'","'Denmark'","'MRW'"
"'Odense Airport'","'Odense'","'Denmark'","'ODE'"
"'Copenhagen Roskilde Airport'","'Copenhagen'","'Denmark'","'RKE'"
"'Bornholm Airport'","'Ronne'","'Denmark'","'RNN'"
"'Sønderborg Airport'","'Soenderborg'","'Denmark'","'SGD'"
"'Skrydstrup Air Base'","'Skrydstrup'","'Denmark'","'SKS'"
"'Skive Airport'","'Skive'","'Denmark'","'SQW'"
"'Thisted Airport'","'Thisted'","'Denmark'","'TED'"
"'Vagar Airport'","'Vagar'","'Faroe Islands'","'FAE'"
"'Stauning Airport'","'Stauning'","'Denmark'","'STA'"
"'Aalborg Airport'","'Aalborg'","'Denmark'","'AAL'"
"'Luxembourg-Findel International Airport'","'Luxemburg'","'Luxembourg'","'LUX'"
"'Ålesund Airport'","'Alesund'","'Norway'","'AES'"
"'Andøya Airport'","'Andoya'","'Norway'","'ANX'"
"'Alta Airport'","'Alta'","'Norway'","'ALF'"
"'Brønnøysund Airport'","'Bronnoysund'","'Norway'","'BNN'"
"'Bodø Airport'","'Bodo'","'Norway'","'BOO'"
"'Bergen Airport Flesland'","'Bergen'","'Norway'","'BGO'"
"'Båtsfjord Airport'","'Batsfjord'","'Norway'","'BJF'"
"'Kristiansand Airport'","'Kristiansand'","'Norway'","'KRS'"
"'Geilo Airport Dagali'","'Geilo'","'Norway'","'DLD'"
"'Bardufoss Airport'","'Bardufoss'","'Norway'","'BDU'"
"'Leirin Airport'","'Fagernes'","'Norway'","'VDB'"
"'Florø Airport'","'Floro'","'Norway'","'FRO'"
"'Oslo Lufthavn'","'Oslo'","'Norway'","'OSL'"
"'Haugesund Airport'","'Haugesund'","'Norway'","'HAU'"
"'Hasvik Airport'","'Hasvik'","'Norway'","'HAA'"
"'Kristiansund Airport (Kvernberget)'","'Kristiansund'","'Norway'","'KSU'"
"'Kirkenes Airport (Høybuktmoen)'","'Kirkenes'","'Norway'","'KKN'"
"'Lista Airport'","'Farsund'","'Norway'","'FAN'"
"'Molde Airport'","'Molde'","'Norway'","'MOL'"
"'Mosjøen Airport (Kjærstad)'","'Mosjoen'","'Norway'","'MJF'"
"'Banak Airport'","'Lakselv'","'Norway'","'LKL'"
"'Notodden Airport'","'Notodden'","'Norway'","'NTB'"
"'Ørland Airport'","'Orland'","'Norway'","'OLA'"
"'Røros Airport'","'Roros'","'Norway'","'RRS'"
"'Skien Airport'","'Skien'","'Norway'","'SKE'"
"'Stord Airport'","'Stord'","'Norway'","'SRP'"
"'Sandnessjøen Airport (Stokka)'","'Sandnessjoen'","'Norway'","'SSJ'"
"'Trondheim Airport Værnes'","'Trondheim'","'Norway'","'TRD'"
"'Stavanger Airport Sola'","'Stavanger'","'Norway'","'SVG'"
"'Gdańsk Lech Wałęsa Airport'","'Gdansk'","'Poland'","'GDN'"
"'Kraków John Paul II International Airport'","'Krakow'","'Poland'","'KRK'"
"'Katowice International Airport'","'Katowice'","'Poland'","'KTW'"
"'Poznań-Ławica Airport'","'Poznan'","'Poland'","'POZ'"
"'Rzeszów-Jasionka Airport'","'Rzeszow'","'Poland'","'RZE'"
"'Szczecin-Goleniów ''Solidarność'' Airport'","'Szczecin'","'Poland'","'SZZ'"
"'Redzikowo Air Base'","'Slupsk'","'Poland'","'OSP'"
"'Warsaw Chopin Airport'","'Warsaw'","'Poland'","'WAW'"
"'Copernicus Wrocław Airport'","'Wroclaw'","'Poland'","'WRO'"
"'Zielona Góra-Babimost Airport'","'Zielona Gora'","'Poland'","'IEG'"
"'Ronneby Airport'","'Ronneby'","'Sweden'","'RNB'"
"'Gothenburg-Landvetter Airport'","'Gothenborg'","'Sweden'","'GOT'"
"'Jönköping Airport'","'Joenkoeping'","'Sweden'","'JKG'"
"'Lidköping-Hovby Airport'","'Lidkoping'","'Sweden'","'LDK'"
"'Gothenburg City Airport'","'Gothenborg'","'Sweden'","'GSE'"
"'Skövde Airport'","'Skovde'","'Sweden'","'KVB'"
"'Trollhättan-Vänersborg Airport'","'Trollhattan'","'Sweden'","'THN'"
"'Karlskoga Airport'","'Karlskoga'","'Sweden'","'KSK'"
"'Mora Airport'","'Mora'","'Sweden'","'MXX'"
"'Stockholm Skavsta Airport'","'Stockholm'","'Sweden'","'NYO'"
"'Kristianstad Airport'","'Kristianstad'","'Sweden'","'KID'"
"'Oskarshamn Airport'","'Oskarshamn'","'Sweden'","'OSK'"
"'Kalmar Airport'","'Kalkmar'","'Sweden'","'KLR'"
"'Malmö Sturup Airport'","'Malmoe'","'Sweden'","'MMX'"
"'Halmstad Airport'","'Halmstad'","'Sweden'","'HAD'"
"'Växjö Kronoberg Airport'","'Vaxjo'","'Sweden'","'VXO'"
"'Sveg Airport'","'Sveg'","'Sweden'","'EVG'"
"'Gällivare Airport'","'Gallivare'","'Sweden'","'GEV'"
"'Hudiksvall Airport'","'Hudiksvall'","'Sweden'","'HUV'"
"'Kramfors Sollefteå Airport'","'Kramfors'","'Sweden'","'KRF'"
"'Lycksele Airport'","'Lycksele'","'Sweden'","'LYC'"
"'Sundsvall-Härnösand Airport'","'Sundsvall'","'Sweden'","'SDL'"
"'Örnsköldsvik Airport'","'Ornskoldsvik'","'Sweden'","'OER'"
"'Kiruna Airport'","'Kiruna'","'Sweden'","'KRN'"
"'Skellefteå Airport'","'Skelleftea'","'Sweden'","'SFT'"
"'Umeå Airport'","'Umea'","'Sweden'","'UME'"
"'Vilhelmina Airport'","'Vilhelmina'","'Sweden'","'VHM'"
"'Arvidsjaur Airport'","'Arvidsjaur'","'Sweden'","'AJR'"
"'Örebro Airport'","'Orebro'","'Sweden'","'ORB'"
"'Stockholm Västerås Airport'","'Vasteras'","'Sweden'","'VST'"
"'Luleå Airport'","'Lulea'","'Sweden'","'LLA'"
"'Stockholm-Arlanda Airport'","'Stockholm'","'Sweden'","'ARN'"
"'Stockholm-Bromma Airport'","'Stockholm'","'Sweden'","'BMA'"
"'Borlange Airport'","'Borlange'","'Sweden'","'BLE'"
"'Hultsfred Airport'","'Hultsfred'","'Sweden'","'HLF'"
"'Gävle Sandviken Airport'","'Gavle'","'Sweden'","'GVX'"
"'Linköping City Airport'","'Linkoeping'","'Sweden'","'LPI'"
"'Norrköping Airport'","'Norrkoeping'","'Sweden'","'NRK'"
"'Eskilstuna Airport'","'Eskilstuna'","'Sweden'","'EKT'"
"'Visby Airport'","'Visby'","'Sweden'","'VBY'"
"'Spangdahlem Air Base'","'Spangdahlem'","'Germany'","'SPM'"
"'Ramstein Air Base'","'Ramstein'","'Germany'","'RMS'"
"'[Duplicate] Giebelstadt Army Air Field'","'Giebelstadt'","'Germany'","'GHF'"
"'Celle Airport'","'Celle'","'Germany'","'ZCN'"
"'Fritzlar Airport'","'Fritzlar'","'Germany'","'FRZ'"
"'Hanau Army Air Field'","'Hanau'","'Germany'","'ZNF'"
"'Flugplatz Kitzingen'","'Kitzingen'","'Germany'","'KZG'"
"'Nordholz Naval Airbase'","'Nordholz'","'Germany'","'FCN'"
"'Geilenkirchen Air Base'","'Geilenkirchen'","'Germany'","'GKE'"
"'Rostock-Laage Airport'","'Laage'","'Germany'","'RLG'"
"'Schleswig Air Base'","'Schleswig'","'Germany'","'WBG'"
"'Wiesbaden Army Airfield'","'Wiesbaden'","'Germany'","'WIE'"
"'Fürstenfeldbruck Air Base'","'Fuerstenfeldbruck'","'Germany'","'FEL'"
"'Ingolstadt Manching Airport'","'Ingolstadt'","'Germany'","'IGS'"
"'Gütersloh Air Base'","'Guetersloh'","'Germany'","'GUT'"
"'Alexander Bay Airport'","'Alexander Bay'","'South Africa'","'ALJ'"
"'Aggeneys Airport'","'Aggeneys'","'South Africa'","'AGZ'"
"'Bisho Airport'","'Bisho'","'South Africa'","'BIY'"
"'Bram Fischer International Airport'","'Bloemfontein'","'South Africa'","'BFN'"
"'Cape Town International Airport'","'Cape Town'","'South Africa'","'CPT'"
"'King Shaka International Airport'","'Durban'","'South Africa'","'DUR'"
"'Ben Schoeman Airport'","'East London'","'South Africa'","'ELS'"
"'Ficksburg Sentraoes Airport'","'Ficksburg'","'South Africa'","'FCB'"
"'Grand Central Airport'","'Johannesburg'","'South Africa'","'GCJ'"
"'George Airport'","'George'","'South Africa'","'GRJ'"
"'Harrismith Airport'","'Harrismith'","'South Africa'","'HRS'"
"'Hoedspruit Air Force Base Airport'","'Hoedspruit'","'South Africa'","'HDS'"
"'OR Tambo International Airport'","'Johannesburg'","'South Africa'","'JNB'"
"'P C Pelser Airport'","'Klerksdorp'","'South Africa'","'KXE'"
"'Kimberley Airport'","'Kimberley'","'South Africa'","'KIM'"
"'Johan Pienaar Airport'","'Kuruman'","'South Africa'","'KMH'"
"'Kleinsee Airport'","'Kleinsee'","'South Africa'","'KLZ'"
"'Lanseria Airport'","'Johannesburg'","'South Africa'","'HLA'"
"'Langebaanweg Airport'","'Langebaanweg'","'South Africa'","'SDB'"
"'Ladysmith Airport'","'Ladysmith'","'South Africa'","'LAY'"
"'Margate Airport'","'Margate'","'South Africa'","'MGH'"
"'Riverside Airport'","'Malalane'","'South Africa'","'LLE'"
"'Mkuze Airport'","'Mkuze'","'South Africa'","'MZQ'"
"'Newcastle Airport'","'Newcastle'","'South Africa'","'NCS'"
"'Overberg Airport'","'Overberg'","'South Africa'","'OVG'"
"'Oudtshoorn Airport'","'Oudtshoorn'","'South Africa'","'OUH'"
"'Port Elizabeth Airport'","'Port Elizabeth'","'South Africa'","'PLZ'"
"'Plettenberg Bay Airport'","'Plettenberg Bay'","'South Africa'","'PBZ'"
"'Hendrik Van Eck Airport'","'Phalaborwa'","'South Africa'","'PHW'"
"'Port St Johns Airport'","'Port Saint Johns'","'South Africa'","'JOH'"
"'Pietermaritzburg Airport'","'Pietermaritzburg'","'South Africa'","'PZB'"
"'Pilanesberg International Airport'","'Pilanesberg'","'South Africa'","'NTY'"
"'Polokwane International Airport'","'Potgietersrus'","'South Africa'","'PTG'"
"'Potchefstroom Airport'","'Potchefstroom'","'South Africa'","'PCF'"
"'Queenstown Airport'","'Queenstown'","'South Africa'","'UTW'"
"'Richards Bay Airport'","'Richard\'s Bay'","'South Africa'","'RCB'"
"'Robertson Airport'","'Robertson'","'South Africa'","'ROD'"
"'Springbok Airport'","'Springbok'","'South Africa'","'SBU'"
"'Secunda Airport'","'Secunda'","'South Africa'","'ZEC'"
"'Sishen Airport'","'Sishen'","'South Africa'","'SIS'"
"'Skukuza Airport'","'Skukuza'","'South Africa'","'SZK'"
"'Tzaneen Airport'","'Tzaneen'","'South Africa'","'LTA'"
"'Prince Mangosuthu Buthelezi Airport'","'Ulundi'","'South Africa'","'ULD'"
"'Pierre Van Ryneveld Airport'","'Upington'","'South Africa'","'UTN'"
"'K. D. Matanzima Airport'","'Umtata'","'South Africa'","'UTT'"
"'Vryburg Airport'","'Vryburg'","'South Africa'","'VRU'"
"'Virginia Airport'","'Durban'","'South Africa'","'VIR'"
"'Vredendal Airport'","'Vredendal'","'South Africa'","'VRE'"
"'Wonderboom Airport'","'Pretoria'","'South Africa'","'PRY'"
"'Waterkloof Air Force Base'","'Waterkloof'","'South Africa'","'WKF'"
"'Francistown Airport'","'Francistown'","'Botswana'","'FRW'"
"'Jwaneng Airport'","'Jwaneng'","'Botswana'","'JWA'"
"'Kasane Airport'","'Kasane'","'Botswana'","'BBK'"
"'Maun Airport'","'Maun'","'Botswana'","'MUB'"
"'Sir Seretse Khama International Airport'","'Gaberone'","'Botswana'","'GBE'"
"'Selebi Phikwe Airport'","'Selebi-phikwe'","'Botswana'","'PKW'"
"'Maya-Maya Airport'","'Brazzaville'","'Congo (Brazzaville)'","'BZV'"
"'Owando Airport'","'Owando'","'Congo (Kinshasa)'","'FTX'"
"'Ouesso Airport'","'Ouesso'","'Congo (Kinshasa)'","'OUE'"
"'Pointe Noire Airport'","'Pointe-noire'","'Congo (Brazzaville)'","'PNR'"
"'Matsapha Airport'","'Manzini'","'Swaziland'","'MTS'"
"'Bangui M\'Poko International Airport'","'Bangui'","'Central African Republic'","'BGF'"
"'Berbérati Airport'","'Berberati'","'Central African Republic'","'BBT'"
"'Bata Airport'","'Bata'","'Equatorial Guinea'","'BSG'"
"'Malabo Airport'","'Malabo'","'Equatorial Guinea'","'SSG'"
"'RAF Ascension Island'","'Wide Awake'","'Saint Helena'","'ASI'"
"'Sir Seewoosagur Ramgoolam International Airport'","'Plaisance'","'Mauritius'","'MRU'"
"'Sir Charles Gaetan Duval Airport'","'Rodriguez Island'","'Mauritius'","'RRG'"
"'Diego Garcia Naval Support Facility'","'Diego Garcia Island'","'British Indian Ocean Territory'","'NKW'"
"'Tiko Airport'","'Tiko'","'Cameroon'","'TKC'"
"'Douala International Airport'","'Douala'","'Cameroon'","'DLA'"
"'Salak Airport'","'Maroua'","'Cameroon'","'MVR'"
"'Foumban Nkounja Airport'","'Foumban'","'Cameroon'","'FOM'"
"'N\'Gaoundéré Airport'","'N\'gaoundere'","'Cameroon'","'NGE'"
"'Garoua International Airport'","'Garoua'","'Cameroon'","'GOU'"
"'Bafoussam Airport'","'Bafoussam'","'Cameroon'","'BFX'"
"'Bamenda Airport'","'Bamenda'","'Cameroon'","'BPC'"
"'Yaoundé Airport'","'Yaounde'","'Cameroon'","'YAO'"
"'Kasompe Airport'","'Kasompe'","'Zambia'","'CGJ'"
"'Livingstone Airport'","'Livingstone'","'Zambia'","'LVI'"
"'Kenneth Kaunda International Airport Lusaka'","'Lusaka'","'Zambia'","'LUN'"
"'Mfuwe Airport'","'Mfuwe'","'Zambia'","'MFU'"
"'Mongu Airport'","'Mongu'","'Zambia'","'MNR'"
"'Simon Mwansa Kapwepwe International Airport'","'Ndola'","'Zambia'","'NLA'"
"'Southdowns Airport'","'Southdowns'","'Zambia'","'KIW'"
"'Prince Said Ibrahim International Airport'","'Moroni'","'Comoros'","'HAH'"
"'Mohéli Bandar Es Eslam Airport'","'Moheli'","'Comoros'","'NWA'"
"'Ouani Airport'","'Anjouan'","'Comoros'","'AJN'"
"'Dzaoudzi Pamandzi International Airport'","'Dzaoudzi'","'Mayotte'","'DZA'"
"'Roland Garros Airport'","'St.-denis'","'Reunion'","'RUN'"
"'Pierrefonds Airport'","'St.-pierre'","'Reunion'","'ZSE'"
"'Ivato Airport'","'Antananarivo'","'Madagascar'","'TNR'"
"'Miandrivazo Airport'","'Miandrivazo'","'Madagascar'","'ZVA'"
"'Sainte Marie Airport'","'Sainte Marie'","'Madagascar'","'SMS'"
"'Toamasina Airport'","'Toamasina'","'Madagascar'","'TMM'"
"'Morondava Airport'","'Morondava'","'Madagascar'","'MOQ'"
"'Arrachart Airport'","'Antsiranana'","'Madagascar'","'DIE'"
"'Mananara Nord Airport'","'Mananara'","'Madagascar'","'WMR'"
"'Andapa Airport'","'Andapa'","'Madagascar'","'ZWA'"
"'Ambilobe Airport'","'Ambilobe'","'Madagascar'","'AMB'"
"'Antsirabato Airport'","'Antalaha'","'Madagascar'","'ANM'"
"'Analalava Airport'","'Analalava'","'Madagascar'","'HVA'"
"'Amborovy Airport'","'Mahajanga'","'Madagascar'","'MJN'"
"'Fascene Airport'","'Nosy-be'","'Madagascar'","'NOS'"
"'Besalampy Airport'","'Besalampy'","'Madagascar'","'BPY'"
"'Maroantsetra Airport'","'Maroantsetra'","'Madagascar'","'WMN'"
"'Sambava Airport'","'Sambava'","'Madagascar'","'SVB'"
"'Vohimarina Airport'","'Vohemar'","'Madagascar'","'VOH'"
"'Ambalabe Airport'","'Antsohihy'","'Madagascar'","'WAI'"
"'Ampampamena Airport'","'Ampampamena'","'Madagascar'","'IVA'"
"'Tôlanaro Airport'","'Tolagnaro'","'Madagascar'","'FTU'"
"'Fianarantsoa Airport'","'Fianarantsoa'","'Madagascar'","'WFI'"
"'Farafangana Airport'","'Farafangana'","'Madagascar'","'RVA'"
"'Manakara Airport'","'Manakara'","'Madagascar'","'WVK'"
"'Mananjary Airport'","'Mananjary'","'Madagascar'","'MNJ'"
"'Morombe Airport'","'Morombe'","'Madagascar'","'MXM'"
"'Toliara Airport'","'Toliara'","'Madagascar'","'TLE'"
"'Mbanza Congo Airport'","'M\'banza-congo'","'Angola'","'SSY'"
"'Benguela Airport'","'Benguela'","'Angola'","'BUG'"
"'Cabinda Airport'","'Cabinda'","'Angola'","'CAB'"
"'Nova Lisboa Airport'","'Huambo'","'Angola'","'NOV'"
"'Kuito Airport'","'Kuito'","'Angola'","'SVP'"
"'Quatro de Fevereiro Airport'","'Luanda'","'Angola'","'LAD'"
"'Malanje Airport'","'Malanje'","'Angola'","'MEG'"
"'Menongue Airport'","'Menongue'","'Angola'","'SPP'"
"'Negage Airport'","'Negage'","'Angola'","'GXG'"
"'Porto Amboim Airport'","'Porto Amboim'","'Angola'","'PBN'"
"'Saurimo Airport'","'Saurimo'","'Angola'","'VHC'"
"'Soyo Airport'","'Soyo'","'Angola'","'SZA'"
"'Lubango Airport'","'Lubango'","'Angola'","'SDD'"
"'Luena Airport'","'Luena'","'Angola'","'LUO'"
"'Uige Airport'","'Uige'","'Angola'","'UGO'"
"'Xangongo Airport'","'Xangongo'","'Angola'","'XGN'"
"'Oyem Airport'","'Oyem'","'Gabon'","'OYE'"
"'Okondja Airport'","'Okondja'","'Gabon'","'OKN'"
"'Lambarene Airport'","'Lambarene'","'Gabon'","'LBQ'"
"'Bitam Airport'","'Bitam'","'Gabon'","'BMM'"
"'Port Gentil Airport'","'Port Gentil'","'Gabon'","'POG'"
"'Omboue Hopital Airport'","'Omboue Hospial'","'Gabon'","'OMB'"
"'Makokou Airport'","'Makokou'","'Gabon'","'MKU'"
"'Libreville Leon M\'ba International Airport'","'Libreville'","'Gabon'","'LBV'"
"'M\'Vengue El Hadj Omar Bongo Ondimba International Airport'","'Franceville'","'Gabon'","'MVB'"
"'Principe Airport'","'Principe'","'Sao Tome and Principe'","'PCP'"
"'São Tomé International Airport'","'Sao Tome'","'Sao Tome and Principe'","'TMS'"
"'Beira Airport'","'Beira'","'Mozambique'","'BEW'"
"'Inhambane Airport'","'Inhambane'","'Mozambique'","'INH'"
"'Lichinga Airport'","'Lichinga'","'Mozambique'","'VXC'"
"'Lumbo Airport'","'Lumbo'","'Mozambique'","'LFB'"
